,name,states,transitions,encoding,time,lower_reachability_value,lower_importance_value,upper_reachability_value,upper_importance_value,start_state,via_state,target_state,timeout,status
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.8257458209991455,0.982,0.004,0.982,0.004,q0: start,q37: O_CreateOffer1,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.1884453296661377,0.982,0.004,0.982,0.004,q0: start,q37: O_CreateOffer1,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,1.486091136932373,0.982,0.07,0.982,0.07,q0: start,q26: companyO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.259692907333374,0.982,0.07,0.982,0.07,q0: start,q26: companyO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.9418578147888184,0.982,0.004,0.982,0.004,q0: start,q70: O_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.19691705703735352,0.982,0.004,0.982,0.004,q0: start,q70: O_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6977121829986572,0.982,0.0,0.982,0.0,q0: start,q113: companyO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.10217499732971191,0.982,0.0,0.982,0.0,q0: start,q113: companyO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.526763916015625,0.982,0.0,0.982,0.0,q0: start,q95: customerO_CreateOffer2,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.0880119800567627,0.982,0.0,0.982,0.0,q0: start,q95: customerO_CreateOffer2,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6135339736938477,0.982,0.048,0.982,0.048,q0: start,q62: companyO_CreateOffer1,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.1106879711151123,0.982,0.048,0.982,0.048,q0: start,q62: companyO_CreateOffer1,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7254009246826172,0.982,0.0,0.982,0.0,q0: start,q82: companyO_CreateOffer3,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.08842706680297852,0.982,0.0,0.982,0.0,q0: start,q82: companyO_CreateOffer3,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.8419351577758789,0.982,0.021,0.982,0.021,q0: start,q55: companyW_CallafteroffersLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.13084793090820312,0.982,0.021,0.982,0.021,q0: start,q55: companyW_CallafteroffersLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.3704848289489746,0.982,0.0,0.982,0.0,q0: start,q141: W_CallincompletefilesSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.09609079360961914,0.982,0.0,0.982,0.0,q0: start,q141: W_CallincompletefilesSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.1114048957824707,0.982,1.0,0.982,1.0,q0: start,q127: A_Pending,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.04193615913391113,0.982,1.0,0.982,1.0,q0: start,q127: A_Pending,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.09421110153198242,0.982,0.0,0.982,0.0,q0: start,q29: customerA_CancelledCUSTOMER,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.027624130249023438,0.982,0.0,0.982,0.0,q0: start,q29: customerA_CancelledCUSTOMER,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.717933177947998,0.982,0.343,0.982,0.343,q0: start,q5: A_Concept,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.19652009010314941,0.982,0.343,0.982,0.343,q0: start,q5: A_Concept,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7495691776275635,0.982,0.0,0.982,0.937,q0: start,q119: customerW_CallincompletefilesSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.20412492752075195,0.982,0.0,0.982,0.937,q0: start,q119: customerW_CallincompletefilesSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.2267770767211914,0.982,0.0,0.982,0.0,q0: start,q138: customerO_Returned,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.04020810127258301,0.982,0.0,0.982,0.0,q0: start,q138: customerO_Returned,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.8291409015655518,0.982,0.657,0.982,0.657,q0: start,q10: A_Concept,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.09664392471313477,0.982,0.657,0.982,0.657,q0: start,q10: A_Concept,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7612051963806152,0.982,0.02,0.982,0.02,q0: start,q39: W_CallafteroffersLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.1307229995727539,0.982,0.02,0.982,0.02,q0: start,q39: W_CallafteroffersLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.8846960067749023,0.982,0.848,0.982,0.848,q0: start,q105: O_Returned,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.12530040740966797,0.982,0.848,0.982,0.848,q0: start,q105: O_Returned,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6125259399414062,0.982,0.343,0.982,0.343,q0: start,q11: companyA_Accepted,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.21027898788452148,0.982,0.343,0.982,0.343,q0: start,q11: companyA_Accepted,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.2963888645172119,0.982,0.0,0.982,0.0,q0: start,q132: O_Returned,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.0625910758972168,0.982,0.0,0.982,0.0,q0: start,q132: O_Returned,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,2.18091082572937,0.982,0.004,0.982,0.004,q0: start,q50: companyO_Cancelled,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.14472293853759766,0.982,0.004,0.982,0.004,q0: start,q50: companyO_Cancelled,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6575801372528076,0.982,0.657,0.982,0.657,q0: start,q4: customerA_CreateApplication,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.09971904754638672,0.982,0.657,0.982,0.657,q0: start,q4: customerA_CreateApplication,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.2926628589630127,0.982,0.003,0.982,0.003,q0: start,q88: companyO_Sentonlineonly,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.07906222343444824,0.982,0.003,0.982,0.003,q0: start,q88: companyO_Sentonlineonly,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7212040424346924,0.982,0.068,0.982,0.068,q0: start,q72: O_CreateOffer1,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.2840590476989746,0.982,0.068,0.982,0.068,q0: start,q72: O_CreateOffer1,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.32970380783081055,0.982,0.0,0.982,0.002,q0: start,q135: customerW_CallincompletefilesSUPERLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.041700124740600586,0.982,0.0,0.982,0.002,q0: start,q135: customerW_CallincompletefilesSUPERLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,2.6089420318603516,0.982,0.4,0.982,0.4,q0: start,q58: customerW_CallafteroffersSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.25304412841796875,0.982,0.4,0.982,0.4,q0: start,q58: customerW_CallafteroffersSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,2.6248860359191895,0.982,0.571,0.982,0.571,q0: start,q64: customerO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.11991500854492188,0.982,0.571,0.982,0.571,q0: start,q64: customerO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,1.0797109603881836,0.982,0.0,0.982,0.424,q0: start,q118: companyW_CallincompletefilesSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.2764449119567871,0.982,0.0,0.982,0.424,q0: start,q118: companyW_CallincompletefilesSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.9004561901092529,0.982,0.011,0.982,0.477,q0: start,q114: customerA_Validating,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.20302987098693848,0.982,0.011,0.982,0.477,q0: start,q114: customerA_Validating,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.38958001136779785,0.982,0.001,0.982,0.001,q0: start,q94: companyO_CreateOffer2,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.16425800323486328,0.982,0.001,0.982,0.001,q0: start,q94: companyO_CreateOffer2,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6362519264221191,0.982,0.0,0.982,0.965,q0: start,q104: W_CallincompletefilesSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.19128727912902832,0.982,0.0,0.982,0.965,q0: start,q104: W_CallincompletefilesSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7495839595794678,0.982,0.657,0.982,0.657,q0: start,q17: companyA_Accepted,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.10964512825012207,0.982,0.657,0.982,0.657,q0: start,q17: companyA_Accepted,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,1.143333911895752,0.982,0.011,0.982,0.477,q0: start,q101: A_Validating,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.2321610450744629,0.982,0.011,0.982,0.477,q0: start,q101: A_Validating,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.545037031173706,0.982,0.048,0.982,0.048,q0: start,q77: O_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.08707213401794434,0.982,0.048,0.982,0.048,q0: start,q77: O_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.40479612350463867,0.982,0.015,0.982,0.015,q0: start,q69: W_CallincompletefilesSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.038582801818847656,0.982,0.015,0.982,0.015,q0: start,q69: W_CallincompletefilesSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6599090099334717,0.982,0.001,0.982,0.001,q0: start,q123: companyO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.13408207893371582,0.982,0.001,0.982,0.001,q0: start,q123: companyO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6071016788482666,0.982,0.288,0.982,0.288,q0: start,q27: customerO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.16210317611694336,0.982,0.288,0.982,0.288,q0: start,q27: customerO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.0881497859954834,0.982,1.0,0.982,1.0,q0: start,q1: companystart,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.058615922927856445,0.982,1.0,0.982,1.0,q0: start,q1: companystart,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.2907278537750244,0.982,0.0,0.982,0.0,q0: start,q125: companyA_Validating,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.0322418212890625,0.982,0.0,0.982,0.0,q0: start,q125: companyA_Validating,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.555513858795166,0.982,0.015,0.982,0.015,q0: start,q47: companyO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.13119888305664062,0.982,0.015,0.982,0.015,q0: start,q47: companyO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.841439962387085,0.982,0.004,0.982,0.004,q0: start,q25: customerO_CreateOffer1,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.20306396484375,0.982,0.004,0.982,0.004,q0: start,q25: customerO_CreateOffer1,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.31368398666381836,0.982,0.001,0.982,0.001,q0: start,q106: W_CallincompletefilesLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.04315686225891113,0.982,0.001,0.982,0.001,q0: start,q106: W_CallincompletefilesLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.8402957916259766,0.982,0.002,0.982,0.002,q0: start,q41: W_CallafteroffersSUPERLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.21253085136413574,0.982,0.002,0.982,0.002,q0: start,q41: W_CallafteroffersSUPERLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.5463531017303467,0.982,0.692,0.982,0.692,q0: start,q91: customerO_Cancelled,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.15932798385620117,0.982,0.692,0.982,0.692,q0: start,q91: customerO_Cancelled,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7993147373199463,0.982,0.657,0.982,0.657,q0: start,q6: A_Submitted,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.10108304023742676,0.982,0.657,0.982,0.657,q0: start,q6: A_Submitted,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.28557372093200684,0.982,0.0,0.982,0.002,q0: start,q129: W_CallincompletefilesSUPERLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.05669689178466797,0.982,0.0,0.982,0.002,q0: start,q129: W_CallincompletefilesSUPERLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.43393492698669434,0.982,0.049,0.982,0.049,q0: start,q44: O_CreateOffer1,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.09314393997192383,0.982,0.049,0.982,0.049,q0: start,q44: O_CreateOffer1,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.5358726978302002,0.982,0.0,0.982,0.0,q0: start,q34: O_Sentonlineonly,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.11083006858825684,0.982,0.0,0.982,0.0,q0: start,q34: O_Sentonlineonly,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.9290990829467773,0.982,0.001,0.982,0.001,q0: start,q46: companyO_CreateOffer2,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.12334513664245605,0.982,0.001,0.982,0.001,q0: start,q46: companyO_CreateOffer2,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,3.593641996383667,0.982,0.143,0.982,0.143,q0: start,q30: companyO_Cancelled,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.19633984565734863,0.982,0.143,0.982,0.143,q0: start,q30: companyO_Cancelled,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,2.2951231002807617,0.982,0.199,0.982,0.199,q0: start,q110: W_CallafteroffersSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.15792107582092285,0.982,0.199,0.982,0.199,q0: start,q110: W_CallafteroffersSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.3723258972167969,0.982,0.002,0.982,0.002,q0: start,q122: customerO_Returned,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.06943798065185547,0.982,0.002,0.982,0.002,q0: start,q122: customerO_Returned,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7746620178222656,0.982,0.004,0.982,0.004,q0: start,q78: O_CreateOffer1,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.09365200996398926,0.982,0.004,0.982,0.004,q0: start,q78: O_CreateOffer1,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7272570133209229,0.982,0.003,0.982,0.003,q0: start,q133: companyO_CreateOffer2,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.18120503425598145,0.982,0.003,0.982,0.003,q0: start,q133: companyO_CreateOffer2,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.33899402618408203,0.982,0.002,0.982,0.002,q0: start,q74: A_Validating,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.07430100440979004,0.982,0.002,0.982,0.002,q0: start,q74: A_Validating,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.41639018058776855,0.982,0.006,0.982,0.006,q0: start,q130: O_Returned,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.06124401092529297,0.982,0.006,0.982,0.006,q0: start,q130: O_Returned,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6598360538482666,0.982,0.001,0.982,0.001,q0: start,q67: W_CallafteroffersSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.1306459903717041,0.982,0.001,0.982,0.001,q0: start,q67: W_CallafteroffersSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7582318782806396,0.982,0.004,0.982,0.004,q0: start,q16: customerO_CreateOffer0,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.1466538906097412,0.982,0.004,0.982,0.004,q0: start,q16: customerO_CreateOffer0,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.11917996406555176,0.982,0.0,0.982,0.0,q0: start,q38: TIMEOUT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.04198479652404785,0.982,0.0,0.982,0.0,q0: start,q38: TIMEOUT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.38764286041259766,0.982,0.005,0.982,0.005,q0: start,q124: companyO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.08607077598571777,0.982,0.005,0.982,0.005,q0: start,q124: companyO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.8968081474304199,0.982,0.861,0.982,0.861,q0: start,q71: A_Validating,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.13473796844482422,0.982,0.861,0.982,0.861,q0: start,q71: A_Validating,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,2.3600409030914307,0.982,0.038,0.982,0.038,q0: start,q63: companyO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.15374994277954102,0.982,0.038,0.982,0.038,q0: start,q63: companyO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6971859931945801,0.982,0.0,0.982,0.11,q0: start,q116: companyW_CallincompletefilesLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.3234438896179199,0.982,0.0,0.982,0.11,q0: start,q116: companyW_CallincompletefilesLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.07850790023803711,0.982,0.0,0.982,0.0,q0: start,q42: negative,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.0513458251953125,0.982,0.0,0.982,0.0,q0: start,q42: negative,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.5044677257537842,0.982,0.045,0.982,0.045,q0: start,q96: companyO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.13748788833618164,0.982,0.045,0.982,0.045,q0: start,q96: companyO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7986183166503906,0.982,0.657,0.982,0.657,q0: start,q12: companyA_Concept,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.15648388862609863,0.982,0.657,0.982,0.657,q0: start,q12: companyA_Concept,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.6341249942779541,0.982,0.343,0.982,0.343,q0: start,q13: O_CreateOffer0,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.1818828582763672,0.982,0.343,0.982,0.343,q0: start,q13: O_CreateOffer0,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.2731788158416748,0.982,0.0,0.982,0.0,q0: start,q112: A_Validating,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.03830599784851074,0.982,0.0,0.982,0.0,q0: start,q112: A_Validating,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7919061183929443,0.982,0.657,0.982,0.657,q0: start,q23: O_CreateOffer0,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.11894607543945312,0.982,0.657,0.982,0.657,q0: start,q23: O_CreateOffer0,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.8787479400634766,0.982,0.848,0.982,0.848,q0: start,q89: companyA_Validating,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.07515311241149902,0.982,0.848,0.982,0.848,q0: start,q89: companyA_Validating,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.48108720779418945,0.982,0.001,0.982,0.001,q0: start,q48: customerO_Sentmailandonline,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.12140607833862305,0.982,0.001,0.982,0.001,q0: start,q48: customerO_Sentmailandonline,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.9170007705688477,0.982,0.001,0.982,0.001,q0: start,q79: W_CallafteroffersLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.16366219520568848,0.982,0.001,0.982,0.001,q0: start,q79: W_CallafteroffersLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.09945297241210938,0.982,0.0,0.982,0.0,q0: start,q38: TIMEOUT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.0598149299621582,0.982,0.0,0.982,0.0,q0: start,q38: TIMEOUT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.38567495346069336,0.982,0.0,0.982,0.0,q0: start,q49: companyO_Sentonlineonly,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.11092901229858398,0.982,0.0,0.982,0.0,q0: start,q49: companyO_Sentonlineonly,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.13350296020507812,0.982,0.0,0.982,0.0,q0: start,q56: customerW_CallafteroffersLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.04073333740234375,0.982,0.0,0.982,0.0,q0: start,q56: customerW_CallafteroffersLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.43489599227905273,0.982,0.001,0.982,0.001,q0: start,q121: companyW_CallincompletefilesLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.03656268119812012,0.982,0.001,0.982,0.001,q0: start,q121: companyW_CallincompletefilesLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.13562512397766113,0.982,1.0,0.982,1.0,q0: start,q127: A_Pending,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.027581214904785156,0.982,1.0,0.982,1.0,q0: start,q127: A_Pending,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,1.1332919597625732,0.982,0.014,0.982,0.014,q0: start,q100: W_CallafteroffersSHORT,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.06870794296264648,0.982,0.014,0.982,0.014,q0: start,q100: W_CallafteroffersSHORT,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.7796330451965332,0.982,0.0,0.982,0.081,q0: start,q103: W_CallincompletefilesLONG,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.24268579483032227,0.982,0.0,0.982,0.081,q0: start,q103: W_CallincompletefilesLONG,q139: positive,36000,2
0,out/models/model_bpic17-after_model-it_0.pickle,142,245,quadratic,0.5613689422607422,0.982,0.657,0.982,0.657,q0: start,q8: companyA_Submitted,q139: positive,36000,2
1,out/models/model_bpic17-after_model-it_0.pickle,142,245,linear,0.07891583442687988,0.982,0.657,0.982,0.657,q0: start,q8: companyA_Submitted,q139: positive,36000,2
