,name,states,transitions,encoding,sense,time,reachability_value,importance_value,start_state,via_state,target_state,timeout,status
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.042354106903,0.6567915214632191,1.018618525149922e-05,q0: start,q5561: song_10_minor_0_2_9,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0347859859467,0.0,0.0,q0: start,q3655: companysong_0_major_0_7_9,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.039041996002,0.6567915214632193,1.236548557194478e-05,q0: start,q3655: companysong_0_major_0_7_9,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.019700050354,0.0,0.0,q0: start,q3332: played_0_major_0_9_5,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0247809886932,0.6567915214632158,0.003059506622297343,q0: start,q3332: played_0_major_0_9_5,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0415279865265,0.6567915214632191,0.022878103652683262,q0: start,q5019: companysong_10_major_1_8_5,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0262570381165,0.6567915214632191,4.627097355200496e-05,q0: start,q5019: companysong_10_major_1_8_5,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0266659259796,0.0,0.0,q0: start,q904: played_10_major_9_4_0,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0285110473633,0.6567915214632156,0.006387259190799605,q0: start,q904: played_10_major_9_4_0,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0820100307465,0.0,0.0,q0: start,q1833: companyplayed_0_major_0_6_9,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.022290945053,0.6567915214632173,0.012764063636048937,q0: start,q1833: companyplayed_0_major_0_6_9,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0182609558105,0.6567915214632191,1.3736396775991908e-06,q0: start,q1784: song_10_major_7_5_3,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.02556681633,0.6567915214632191,1.872531467926585e-05,q0: start,q1784: song_10_major_7_5_3,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.015247106552,0.0,0.0,q0: start,q5413: played_10_major_5_6_1,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0027010440826,0.0,0.0,q0: start,q5413: played_10_major_5_6_1,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0238559246063,0.0,0.0,q0: start,q5188: song_70_minor_0_2_9,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.028028011322,0.6567915214632185,0.8142964124765935,q0: start,q5188: song_70_minor_0_2_9,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.036868095398,0.0,0.0,q0: start,q5542: played_70_major_8_4_4,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.250195980072,0.0,0.0,q0: start,q5542: played_70_major_8_4_4,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.019961118698,0.0,0.0,q0: start,q641: song_10_major_2_8_8,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0289990901947,0.6567915214632198,1.4034318280184396e-05,q0: start,q641: song_10_major_2_8_8,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.0345129966736,0.0,0.0,q0: start,q4578: companysong_10_minor_5_7_7,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.041566848755,0.6567915214632191,1.9769385121500164e-05,q0: start,q4578: companysong_10_minor_5_7_7,q5823: positive,3600,9
0,out/models/model_spotify1000_model-it_0.pickle,5840,11628,QP,-1,3600.016056060791,0.0,0.0,q0: start,q3377: played_80_major_1_8_4,q5823: positive,3600,9
1,out/models/model_spotify1000_model-it_0.pickle,5840,11628,LP,-1,3600.0291080474854,0.6567915214632195,0.00110994029722052,q0: start,q3377: played_80_major_1_8_4,q5823: positive,3600,9
